0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51
-288.08,-275.58,-263.08,-250.58,-238.08,-225.58,-213.08,-200.58,-138.08,-125.58,-63.08,-50.58,-38.08,-25.58,-13.08,-0.58,11.919,24.419,36.919,49.419,61.919,74.419,86.919,99.419,111.919,124.419,136.919,149.419,161.919,174.419,186.919,199.419,211.919,224.419,236.919,249.419,261.919,274.419,311.919,324.419,386.919,399.419,486.919,499.419,586.919,599.419,636.919,649.419,686.919,699.419,736.919,749.419
0.0,12.5,12.5,12.499999999999972,12.5,12.5,12.5,12.5,62.5,12.500000000000014,62.5,12.5,12.5,12.5,12.499999999999998,12.5,12.499,12.5,12.499999999999996,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.500000000000014,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.499999999999972,12.5,37.5,12.5,62.5,12.5,87.5,12.5,87.5,12.5,37.5,12.5,37.5,12.5,37.5,12.5
